Name,Card Type,Attribute
Punch-in-the-Box,Trap Card,Normal Trap Card
Puzzle Reborn,Trap Card,Normal Trap Card
Punishment Dragon,Monster Card,DARK
Qliphort Scout,Monster Card,EARTH
Qliphort Helix,Monster Card,EARTH
Qliphort Genius,Monster Card,EARTH
Qliphort Monolith,Monster Card,EARTH
Queen's Pawn,Trap Card,Normal Trap Card
Queen's Knight,Monster Card,LIGHT
Quick Booster,Spell Card,Quick-Play Spell Card
Question,Spell Card,Normal Spell Card
Quiet Life,Spell Card,Continuous Spell Card
Quickdraw Synchron,Monster Card,WIND
Quick-Span Knight,Monster Card,EARTH
Quick Launch,Spell Card,Quick-Play Spell Card
R-Genex Ultimum,Monster Card,EARTH
"Radius, the Half-Moon Dragon",Monster Card,LIGHT
Radiant Spirit,Monster Card,LIGHT
Radiant Vouirescence,Monster Card,LIGHT
Raging Earth,Monster Card,EARTH
Raging Cloudian,Trap Card,Normal Trap Card
Rage with Eyes of Blue,Spell Card,Quick-Play Spell Card
Raging Flame Sprite,Monster Card,FIRE
Raging Mad Plants,Spell Card,Quick-Play Spell Card
Raidraptor - Avenge Vulture,Monster Card,DARK
Raider's Wing,Monster Card,DARK
Raidraptor - Arsenal Falcon,Monster Card,DARK
Raidraptor - Fiend Eagle,Monster Card,DARK
Raidraptor - Call,Spell Card,Normal Spell Card
Raidraptor - Booster Strix,Monster Card,DARK
Raidraptor - Return,Trap Card,Normal Trap Card
Raidraptor - Rise Falcon,Monster Card,DARK
Raidraptor - Satellite Cannon Falcon,Monster Card,DARK
Raidraptor - Revolution Falcon - Air Raid,Monster Card,DARK
Raidraptor - Rudder Strix,Monster Card,DARK
Raidraptor - Stranger Falcon,Monster Card,DARK
Raidraptor - Skull Eagle,Monster Card,DARK
Raidraptor - Singing Lanius,Monster Card,DARK
Raidraptor - Sharp Lanius,Monster Card,DARK
Raidraptor - Revolution Falcon,Monster Card,DARK
Raidraptor - Readiness,Trap Card,Normal Trap Card
Raidraptor - Pain Lanius,Monster Card,DARK
Raidraptor - Nest,Spell Card,Continuous Spell Card
Raidraptor - Necro Vulture,Monster Card,DARK
Raidraptor - Napalm Dragonius,Monster Card,DARK
Raidraptor - Mimicry Lanius,Monster Card,DARK
Raidraptor - Last Strix,Monster Card,DARK
Raidraptor - Heel Eagle,Monster Card,DARK
Raidraptor - Fuzzy Lanius,Monster Card,DARK
Raidraptor - Force Strix,Monster Card,DARK
Raidraptor - Final Fortress Falcon,Monster Card,DARK
Raidraptor - Blaze Falcon,Monster Card,DARK
Raidraptor - Blade Burner Falcon,Monster Card,DARK
Raider's Unbreakable Mind,Trap Card,Continuous Trap Card
Raider's Knight,Monster Card,DARK
Raidraptor - Strangle Lanius,Monster Card,DARK
"Raiden, Hand of the Lightsworn",Monster Card,LIGHT
Rain Bozu,Monster Card,LIGHT
Raimei,Spell Card,Normal Spell Card
Raigeki Break,Trap Card,Normal Trap Card
Rainbow Life,Trap Card,Normal Trap Card
Rainbow Kuriboh,Monster Card,LIGHT
Rainbow Veil,Spell Card,Equip Spell Card
Raiza the Mega Monarch,Monster Card,WIND
Raise Body Heat,Spell Card,Equip Spell Card
Rank-Up-Magic Astral Force,Spell Card,Normal Spell Card
Rank-Up-Magic Argent Chaos Force,Spell Card,Normal Spell Card
Rank-Up-Magic Admiration of the Thousands,Spell Card,Normal Spell Card
Rank-Up-Magic Raptor's Force,Spell Card,Quick-Play Spell Card
Rank-Up-Magic Raid Force,Spell Card,Normal Spell Card
Rank-Up-Magic Skip Force,Spell Card,Normal Spell Card
Rank-Up-Magic Soul Shave Force,Spell Card,Normal Spell Card
Rank-Up-Magic Revolution Force,Spell Card,Quick-Play Spell Card
Rare Metal Dragon,Monster Card,DARK
Rare Fish,Monster Card,WATER
Raptor's Ultimate Mace,Spell Card,Equip Spell Card
Rasterliger,Monster Card,LIGHT
Rasetsu,Monster Card,FIRE
Ray of Hope,Trap Card,Normal Trap Card
Re-dyce-cle,Trap Card,Normal Trap Card
Re-Cover,Monster Card,EARTH
Ready for Intercepting,Trap Card,Normal Trap Card
"Reactan, Dragon Ruler of Pebbles",Monster Card,EARTH
Reactor Slime,Monster Card,WATER
Reasoning,Spell Card,Normal Spell Card
Rebellion,Spell Card,Quick-Play Spell Card
Reboot,Spell Card,Normal Spell Card
Recardination,Spell Card,Normal Spell Card
Recall,Trap Card,Counter Trap Card
Red Carpet,Trap Card,Normal Trap Card
Red Blossoms from Underroot,Monster Card,DARK
Red Archery Girl,Monster Card,WATER
Red Hared Hasty Horse,Monster Card,WIND
Red Gardna,Monster Card,FIRE
Red Nova (card),Monster Card,FIRE
Red Potan,Monster Card,FIRE
Red Ogre,Monster Card,EARTH
Red Rose Dragon,Monster Card,DARK
Red Rising Dragon,Monster Card,DARK
Red-Eyes Black Dragon,Monster Card,DARK
Red-Eyes Baby Dragon,Monster Card,DARK
Red Screen,Trap Card,Continuous Trap Card
Red-Eyes Flare Metal Dragon,Monster Card,DARK
Red-Eyes Insight,Spell Card,Normal Spell Card
Red-Eyes Fusion,Spell Card,Normal Spell Card
Red-Eyes Toon Dragon,Monster Card,DARK
Red-Eyes Spirit,Trap Card,Normal Trap Card
Red-Eyes Wyvern,Monster Card,WIND
Red-Eyes Slash Dragon,Monster Card,DARK
Red-Eyes Transmigration,Spell Card,Ritual Spell Card
Red-Headed Oni,Monster Card,DARK
Reeshaddoll Wendi,Monster Card,WIND
Reese the Ice Mistress,Monster Card,WATER
Regenerating Mummy,Monster Card,DARK
Reflection of Endymion,Monster Card,LIGHT
Reinforcement of the Army,Spell Card,Normal Spell Card
Reinforced Space,Trap Card,Normal Trap Card
Reinforcement of the Army's Troops,Spell Card,Continuous Spell Card
Relay Soul,Trap Card,Normal Trap Card
Release from Stone,Trap Card,Continuous Trap Card
Rekindling,Spell Card,Normal Spell Card
Relieve Monster,Trap Card,Normal Trap Card
The Reliable Guardian,Spell Card,Quick-Play Spell Card
Relinquished,Monster Card,DARK
"Release, Reverse, Burst",Trap Card,Normal Trap Card
Relinkuriboh,Monster Card,DARK
Relinquished Spider,Monster Card,EARTH
Relinquished Fusion,Spell Card,Quick-Play Spell Card
Relinquished Anima,Monster Card,DARK
Release Restraint Wave,Spell Card,Normal Spell Card
Release Restraint,Spell Card,Normal Spell Card
Reinforcements,Trap Card,Normal Trap Card
Reject Reborn,Trap Card,Normal Trap Card
Reinforce Truth,Trap Card,Normal Trap Card
"Reign-Beaux, Overlord of Dark World",Monster Card,DARK
Reinforced Human Psychic Borg,Monster Card,EARTH
The Regulation of Tribe,Trap Card,Continuous Trap Card
Regulus,Monster Card,LIGHT
Regretful Rebirth,Trap Card,Normal Trap Card
Reflect Bounder,Monster Card,LIGHT
Regenerating Rose,Monster Card,DARK
Reed Butterfly,Monster Card,WIND
"Redox, Dragon Ruler of Boulders",Monster Card,EARTH
"Reeze, Whirlwind of Gusto",Monster Card,WIND
Redeemable Jar,Trap Card,Continuous Trap Card
"Redbeard, the Plunder Patroll Matey",Monster Card,WATER
Reload,Spell Card,Quick-Play Spell Card
Red-Eyes Zombie Necro Dragon,Monster Card,DARK
Red-Eyes Zombie Dragon,Monster Card,DARK
Remove Trap,Spell Card,Normal Spell Card
Remove Brainwashing,Trap Card,Continuous Trap Card
Reprodocus,Monster Card,EARTH
Renewal of the World,Trap Card,Continuous Trap Card
"Renge, Gatekeeper of Dark World",Monster Card,DARK
Reptilianne Echidna,Monster Card,DARK
Reptilianne Coatl,Monster Card,DARK
Reptilianne Melusine,Monster Card,DARK
Reptilianne Nyami,Monster Card,DARK
Reptilianne Ramifications,Spell Card,Normal Spell Card
Reptilianne Recoil,Spell Card,Field Spell Card
Reptilianne Poison,Spell Card,Normal Spell Card
Reptilianne Rage,Spell Card,Equip Spell Card
Rescue Cat,Monster Card,EARTH
Reptilianne Viper,Monster Card,DARK
Reshef the Dark Being,Monster Card,LIGHT
Respect Play,Trap Card,Continuous Trap Card
Return from the Different Dimension,Trap Card,Normal Trap Card
Return (card),Trap Card,Normal Trap Card
Retort,Trap Card,Counter Trap Card
"Retaliating 'C'",Monster Card,EARTH
Return of the Six Samurai,Trap Card,Normal Trap Card
Return of the Red-Eyes,Trap Card,Continuous Trap Card
Return Soul,Trap Card,Normal Trap Card
Revendread Evolution,Spell Card,Ritual Spell Card
Reverse Glasses,Trap Card,Normal Trap Card
Reverse Buster,Monster Card,LIGHT
Reverse Breaker,Spell Card,Equip Spell Card
Reversal Quiz,Spell Card,Normal Spell Card
Revival Golem,Monster Card,EARTH
Revival Gift,Trap Card,Normal Trap Card
Revoke Fusion,Spell Card,Normal Spell Card
Right Leg of the Forbidden One,Monster Card,DARK
Rikka Tranquility,Trap Card,Normal Trap Card
Rikka Queen Strenna,Monster Card,WATER
Rikka Sheet,Trap Card,Normal Trap Card
Rise of the Snake Deity,Trap Card,Normal Trap Card
"Rilliona, the Magistus of Verre",Monster Card,LIGHT
Rise of the Salamangreat,Spell Card,Ritual Spell Card
Rite of Aramesir,Spell Card,Normal Spell Card
Ritual Beast Ambush,Trap Card,Normal Trap Card
Ritual Beast Tamer Lara,Monster Card,WIND
Ritual Beast Tamer Elder,Monster Card,WIND
Ritual Beast Steeds,Trap Card,Normal Trap Card
Ritual Beast Return,Spell Card,Quick-Play Spell Card
Ritual Buster,Trap Card,Normal Trap Card
Ritual Cage,Spell Card,Continuous Spell Card
Ritual Raven,Monster Card,DARK
Robolady,Monster Card,EARTH
Robbin' Zombie,Trap Card,Continuous Trap Card
Robbin' Goblin,Trap Card,Continuous Trap Card
Ritual Sanctuary,Spell Card,Field Spell Card
The Rock Spirit,Monster Card,EARTH
Rock Scales,Monster Card,WATER
Rock Ogre Grotto 1,Monster Card,EARTH
Rodenut,Monster Card,EARTH
Rose Bell of Revelation,Spell Card,Normal Spell Card
Rookie Fur Hire,Spell Card,Quick-Play Spell Card
Root Water,Monster Card,WATER
Rokket Tracer,Monster Card,DARK
"Rosaria, the Stately Fallen Angel",Monster Card,EARTH
Rose Archer,Monster Card,EARTH
Rope of Life,Trap Card,Normal Trap Card
Rose Lover,Monster Card,EARTH
Rose Princess,Monster Card,EARTH
Rose Girl,Monster Card,EARTH
Rose Bud,Spell Card,Normal Spell Card
Rose Fairy,Monster Card,WIND
Ronintoadin,Monster Card,WATER
Rose Paladin,Monster Card,EARTH
ROM Cloudia,Monster Card,DARK
Roll Out!,Trap Card,Normal Trap Card
Rod of the Mind's Eye,Spell Card,Equip Spell Card
Rokket Synchron,Monster Card,DARK
Rokket Recharger,Monster Card,DARK
Rokket Caliber,Monster Card,DARK
Rogue of Endymion,Monster Card,FIRE
Rogue Doll,Monster Card,LIGHT
Rod of Silence - Kay'est,Spell Card,Equip Spell Card
Royal Flush,,
Royal Firestorm Guards,Monster Card,FIRE
Royal Decree,Trap Card,Continuous Trap Card
Royal Command,Trap Card,Continuous Trap Card
Roxrose Dragon,Monster Card,DARK
Roulette Spider,Spell Card,Quick-Play Spell Card
Roulette Barrel,Monster Card,LIGHT
Royal Surrender,Trap Card,Counter Trap Card
Ryu Okami,Monster Card,LIGHT
Ryu-Kishin,Monster Card,DARK
Ryu Kokki,Monster Card,DARK
"Ryko, Twilightsworn Fighter",Monster Card,DARK
"Ryko, Lightsworn Hunter",Monster Card,LIGHT
Ryu Senshi,Monster Card,EARTH
S-Force Gravitino,Monster Card,LIGHT
S-Force Justify,Monster Card,LIGHT
S-Force Retroactive,Monster Card,LIGHT
Saber Beetle,Monster Card,EARTH
Sabatiel - The Philosopher's Stone,Spell Card,Normal Spell Card
Saambell the Summoner,Monster Card,WIND
S-Force Showdown,Spell Card,Quick-Play Spell Card
S-Force Specimen,Trap Card,Normal Trap Card
Sabersaurus,Monster Card,EARTH
Sacred Spirit of the Ice Barrier,Monster Card,WATER
Salamandra,Spell Card,Equip Spell Card
"Sakyo, Swordmaster of the Far East",Monster Card,LIGHT
"Sagitta, Maverick Fur Hire",Monster Card,WIND
Saggi the Dark Clown,Monster Card,DARK
Sage's Stone,Spell Card,Normal Spell Card
Salamangreat Foxer,Monster Card,FIRE
Sakuretsu Armor,Trap Card,Normal Trap Card
Salamangreat Gazelle,Monster Card,FIRE
Salamangreat Jack Jaguar,Monster Card,FIRE
Salamangreat Heatleo,Monster Card,FIRE
Salamangreat Gift,Trap Card,Continuous Trap Card
Salamangreat Foxy,Monster Card,FIRE
Salamangreat Fowl,Monster Card,FIRE
Salamangreat Rage,Trap Card,Normal Trap Card
Salamangreat Fennec,Monster Card,FIRE
Salamangreat Wolvie,Monster Card,FIRE
Sanctity of Dragon,Monster Card,LIGHT
The Sanctified Darklord,Trap Card,Normal Trap Card
The Sanctuary in the Sky,Spell Card,Field Spell Card
Samurai Sword Baron,Monster Card,EARTH
The Sanctum of Parshath,Spell Card,Continuous Spell Card
Sanga of the Thunder,Monster Card,LIGHT
"Sandaion, the Timelord",Monster Card,LIGHT
Saryuja Skull Dread,Monster Card,EARTH
Saqlifice,Spell Card,Equip Spell Card
Satellarknight Skybridge,Spell Card,Quick-Play Spell Card
Sargasso Lighthouse,Spell Card,Quick-Play Spell Card
Sasuke Samurai,Monster Card,WIND
Saryuja's Shackles,Trap Card,Normal Trap Card
Sargasso the D.D. Battlefield,Spell Card,Field Spell Card
Satellarknight Sirius,Monster Card,LIGHT
Satellarknight Rigel,Monster Card,LIGHT
Scapeghost,Monster Card,DARK
Scramble Egg,Trap Card,Normal Trap Card
Score the Melodious Diva,Monster Card,LIGHT
Science Soldier,Monster Card,DARK
Scarlet Security,Spell Card,Normal Spell Card
Scapegoat,Spell Card,Quick-Play Spell Card
Scanner,Monster Card,LIGHT
Scrap Beast,Monster Card,EARTH
Scrap Crash,Trap Card,Normal Trap Card
Scrap Breaker,Monster Card,EARTH
Scrap Fist,Spell Card,Quick-Play Spell Card
Scrap Dragon,Monster Card,EARTH
Scrap Factory,Spell Card,Field Spell Card
Scrap Chimera,Monster Card,EARTH
Scrap Archfiend,Monster Card,EARTH
Scramble!! Scramble!!,Spell Card,Quick-Play Spell Card
Schwarzschild Limit Dragon,Monster Card,DARK
Scarred Warrior,Monster Card,EARTH
Schuberta the Melodious Maestra,Monster Card,LIGHT
"Scarr, Scout of Dark World",Monster Card,DARK
Scary Moth,Monster Card,WIND
"Scarm, Malebranche of the Burning Abyss",Monster Card,DARK
Scarlight Red Dragon Archfiend,Monster Card,DARK
Savage Colosseum,Spell Card,Field Spell Card
Sauropod Brachion,Monster Card,EARTH
"Sauravis, the Ancient and Ascended",Monster Card,LIGHT
Sauge de Fleur,Monster Card,DARK
Satellite Warrior,Monster Card,DARK
Satellite Synchron,Monster Card,DARK
Satellite Cannon,Monster Card,LIGHT
Satellarknight Zefrathuban,Monster Card,LIGHT
Scrap Hunter,Monster Card,EARTH
Scrap Kong,Monster Card,EARTH
Scrap Golem,Monster Card,EARTH
Scrap Goblin,Monster Card,EARTH
Satellarknight Vega,Monster Card,LIGHT
Satellarknight Unukalhai,Monster Card,LIGHT
Scrap Rage,Trap Card,Normal Trap Card
Scrap Orthros,Monster Card,EARTH
Scrap-Iron Signal,Trap Card,Counter Trap Card
Scrap Wyvern,Monster Card,EARTH
Scrap Worm,Monster Card,EARTH
Scrap Twin Dragon,Monster Card,EARTH
Scrap Soldier,Monster Card,EARTH
Scrap-Iron Scarecrow,Trap Card,Normal Trap Card
Sea Archiver,Monster Card,WATER
Scrypton,Monster Card,WATER
Sealing Ceremony of Suiton,Trap Card,Continuous Trap Card
Seal of Wickedness,Trap Card,Continuous Trap Card
"Seal, Strategist Fur Hire",Monster Card,DARK
Sealing Ceremony of Raiton,Trap Card,Continuous Trap Card
Sealing Ceremony of Katon,Trap Card,Continuous Trap Card
Sealing Ceremony of Mokuton,Trap Card,Continuous Trap Card
The Second Sarcophagus,Spell Card,Continuous Spell Card
Second Goblin,Monster Card,DARK
Secret Skills of the Six Samurai,Spell Card,Quick-Play Spell Card
Secret Six Samurai - Rihan,Monster Card,LIGHT
Secret Six Samurai - Kizaru,Monster Card,EARTH
Secret Six Samurai - Hatsume,Monster Card,WATER
Secret Six Samurai - Fuma,Monster Card,WIND
Secret Six Samurai - Genba,Monster Card,FIRE
Sectarian of Secrets,Monster Card,DARK
Secrets of the Gallant,Trap Card,Normal Trap Card
The Selection,Trap Card,Counter Trap Card
Seiyaryu,Monster Card,LIGHT
Self-Mummification,Spell Card,Quick-Play Spell Card
Seismic Crasher,Monster Card,EARTH
Sekka's Light,Spell Card,Normal Spell Card
Seismic Shockwave,Trap Card,Continuous Trap Card
Sentinel of the Seas,Monster Card,WATER
Sentence of Doom,Trap Card,Continuous Trap Card
Servants of the Fallen King,,
"Serziel, Watcher of the Evil Eye",Monster Card,DARK
Serpent Suppression,Trap Card,Continuous Trap Card
Servant of Catabolism,Monster Card,LIGHT
Serpentine Princess,Monster Card,WATER
Servant of Endymion,Monster Card,WIND
Shaddoll Squamata,Monster Card,DARK
Shaddoll Schism,Trap Card,Continuous Trap Card
Shadowpriestess of Ohm,Monster Card,DARK
"Shafu, the Wheeled Mayakashi",Monster Card,EARTH
Shared Ride,Spell Card,Quick-Play Spell Card
Share the Pain,Spell Card,Normal Spell Card
Shadowslayer,Monster Card,DARK
Shard of Greed,Spell Card,Continuous Spell Card
Sheep Token (Pink),Monster Card,EARTH
Sheep Token (Orange),Monster Card,EARTH
Shield Worm,Monster Card,EARTH
Shield Wing,Monster Card,WIND
Shien's Dojo,Spell Card,Continuous Spell Card
Shien's Daredevil,Monster Card,EARTH
Shien's Castle of Mist,Spell Card,Field Spell Card
Shien's Advisor,Monster Card,EARTH
Shifting Shadows,Spell Card,Continuous Spell Card
Shift,Trap Card,Normal Trap Card
Shining Abyss,Monster Card,LIGHT
Shine Knight,Monster Card,LIGHT
Shining Angel,Monster Card,LIGHT
"Shinato, King of a Higher Plane",Monster Card,LIGHT
Shine Palace,Spell Card,Equip Spell Card
Shinobaron Peacock,Monster Card,WIND
Shining Silver Force,Trap Card,Counter Trap Card
Shining Elf,Monster Card,WIND
Shining Hope Road,Spell Card,Normal Spell Card
Shining Friendship,Monster Card,LIGHT
Shining Draw,Spell Card,Normal Spell Card
Shinato's Ark,Spell Card,Ritual Spell Card
Shien's Squire,Monster Card,EARTH
Shien's Smoke Signal,Spell Card,Normal Spell Card
Shien's Spy,Spell Card,Normal Spell Card
Shien's Scheme,Trap Card,Normal Trap Card
Shien's Footsoldier,Monster Card,EARTH
Shield Warrior,Monster Card,EARTH
Shield Spear,Trap Card,Normal Trap Card
Shield Handler,Trap Card,Normal Trap Card
Shield Crush,Spell Card,Normal Spell Card
Shield & Sword,Spell Card,Normal Spell Card
Shiba-Warrior Taro,Monster Card,EARTH
Shinobird Crow,Monster Card,WIND
Shinobi Necro,Monster Card,DARK
Shinobi Insect Hagakuremino,Monster Card,WIND
Shinobird Pigeon,Monster Card,WIND
Shinobird Power Spot,Spell Card,Continuous Spell Card
Shinobird Crane,Monster Card,WIND
Shinobird's Calling,Spell Card,Ritual Spell Card
"Shiny Black 'C'",Monster Card,EARTH
Shinobird Salvation,Trap Card,Continuous Trap Card
"Shiny Black 'C' Squadder",Monster Card,EARTH
Shinobaroness Peacock,Monster Card,WIND
Shiranui Shogunsaga,Monster Card,FIRE
Shiranui Samuraisaga,Monster Card,FIRE
Shiranui Samurai,Monster Card,FIRE
Shiranui Spectralsword,Monster Card,FIRE
Shiranui Squire,Monster Card,FIRE
Shogi Lance,Monster Card,EARTH
Shogi Knight,Monster Card,EARTH
Shocktopus,Monster Card,WATER
Shock Troops of the Ice Barrier,Monster Card,WATER
Shore Knight,Monster Card,WATER
Shopina the Melodious Maestra,Monster Card,LIGHT
Side Effects?,Trap Card,Normal Trap Card
Silent Magician,Monster Card,LIGHT
Silent Swordsman LV7,Monster Card,LIGHT
Silent Swordsman LV5,Monster Card,LIGHT
Silent Swordsman LV3,Monster Card,LIGHT
Silent Swordsman,Monster Card,LIGHT
Silent Sword Slash,Spell Card,Quick-Play Spell Card
Silent Strider,Monster Card,EARTH
"Simorgh, Bird of Perfection",Monster Card,DARK
"Simorgh, Bird of Divinity",Monster Card,WIND
The Six Samurai - Yaichi,Monster Card,WATER
The Six Samurai - Zanji,Monster Card,LIGHT
The Six Samurai - Nisashi,Monster Card,WIND
The Six Samurai - Kamon,Monster Card,FIRE
The Six Samurai - Irou,Monster Card,DARK
The Six Samurai - Yariza,Monster Card,EARTH
Skilled Brown Magician,Monster Card,DARK
Skilled Dark Magician,Monster Card,DARK
Skull Knight,Monster Card,DARK
Skull Meister,Monster Card,DARK
Skull Mariner,Monster Card,WATER
Skull Lair,Trap Card,Continuous Trap Card
Skull Kraken,Monster Card,DARK
Skull Knight 2,Monster Card,DARK
Skull Servant,Monster Card,DARK
Skull Red Bird,Monster Card,WIND
Sky Scourge Enrise,Monster Card,LIGHT
Sky Scourge Invicil,Monster Card,EARTH
Sky Scourge Cidhels,Monster Card,EARTH
Sky Iris,Spell Card,Field Spell Card
Sky Galloping Gaia the Dragon Champion,Monster Card,WIND
Sky Dragoons of Draconia,Monster Card,WIND
Sky Striker Ace - Roze,Monster Card,LIGHT
Sky Striker Ace - Raye,Monster Card,DARK
Sky Striker Airspace - Area Zero,Spell Card,Field Spell Card
Sky Striker Maneuver - Afterburners!,Spell Card,Normal Spell Card
Sky Striker Ace Token,Monster Card,DARK
Sky Striker Ace - Shizuku,Monster Card,WATER
Sky Striker Ace - Zeke,Monster Card,DARK
Sky Striker Ace - Kaina,Monster Card,EARTH
Skyfaring Castle of the Black Forest,Monster Card,WIND
Skydive Scorcher,Spell Card,Normal Spell Card
Slower Swallow,Monster Card,WIND
Slot Machine,Monster Card,DARK
Slip of Fortune,Trap Card,Normal Trap Card
Slime Toad,Monster Card,WATER
Slip Summon,Trap Card,Normal Trap Card
